"model","chunk_words","overlap_words","k","split","question_id","question","expected_pages","evidence_hit","page_hit","first_evidence_rank","first_page_rank","reciprocal_rank","embedding_dimension","model_context_tokens","index_chunks","document_embedding_seconds","query_embedding_seconds","retrieval_ms_per_question"
"mxbai-embed-large","400","100","1","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","6","6","0.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","6","6","0.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","6","6","0.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","True","True","6","6","0.16666666666666666","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","False","False","2","2","0.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","True","True","2","2","0.5","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","True","True","2","2","0.5","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","True","True","2","2","0.5","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","development","Q049","What displacement pattern identifies a Rayleigh surface wave at a free boundary?","478","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","development","Q049","What displacement pattern identifies a Rayleigh surface wave at a free boundary?","478","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","development","Q049","What displacement pattern identifies a Rayleigh surface wave at a free boundary?","478","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","development","Q049","What displacement pattern identifies a Rayleigh surface wave at a free boundary?","478","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","1","test","Q050","What is the main theoretical difficulty that a consistent porous-media formulation must overcome?","483","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","3","test","Q050","What is the main theoretical difficulty that a consistent porous-media formulation must overcome?","483","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","5","test","Q050","What is the main theoretical difficulty that a consistent porous-media formulation must overcome?","483","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","400","100","10","test","Q050","What is the main theoretical difficulty that a consistent porous-media formulation must overcome?","483","True","True","1","1","1.0","1024","512","190","140.908461","2.672203","0.004704"
"mxbai-embed-large","800","0","1","development","Q001","How are the inverse coefficients 1/H and 1/R interpreted in isotropic soil consolidation?","300","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q001","How are the inverse coefficients 1/H and 1/R interpreted in isotropic soil consolidation?","300","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q001","How are the inverse coefficients 1/H and 1/R interpreted in isotropic soil consolidation?","300","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q001","How are the inverse coefficients 1/H and 1/R interpreted in isotropic soil consolidation?","300","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q002","How did Heinrich and Desoyer change their porous-skeleton assumptions between their 1955 and 1956 groundwater-flow models?","310","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q002","How did Heinrich and Desoyer change their porous-skeleton assumptions between their 1955 and 1956 groundwater-flow models?","310","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q002","How did Heinrich and Desoyer change their porous-skeleton assumptions between their 1955 and 1956 groundwater-flow models?","310","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q002","How did Heinrich and Desoyer change their porous-skeleton assumptions between their 1955 and 1956 groundwater-flow models?","310","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","test","Q003","Why does the treatment of the unjacketed test in Biot and Willis raise concerns about its constitutive parameters?","308,309","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","test","Q003","Why does the treatment of the unjacketed test in Biot and Willis raise concerns about its constitutive parameters?","308,309","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","test","Q003","Why does the treatment of the unjacketed test in Biot and Willis raise concerns about its constitutive parameters?","308,309","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","test","Q003","Why does the treatment of the unjacketed test in Biot and Willis raise concerns about its constitutive parameters?","308,309","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q004","How are grain-induced forces represented when Heinrich and Desoyer pass from micro-flow to macro-flow?","310","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q004","How are grain-induced forces represented when Heinrich and Desoyer pass from micro-flow to macro-flow?","310","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q004","How are grain-induced forces represented when Heinrich and Desoyer pass from micro-flow to macro-flow?","310","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q004","How are grain-induced forces represented when Heinrich and Desoyer pass from micro-flow to macro-flow?","310","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q005","What physical behavior of soil particles is omitted when water motion is modeled only with Darcy's law?","314","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q005","What physical behavior of soil particles is omitted when water motion is modeled only with Darcy's law?","314","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q005","What physical behavior of soil particles is omitted when water motion is modeled only with Darcy's law?","314","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q005","What physical behavior of soil particles is omitted when water motion is modeled only with Darcy's law?","314","True","True","6","6","0.16666666666666666","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q006","Why are Derski's solid and fluid velocities easier to validate experimentally than Biot's fluid velocity variable?","318","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q006","Why are Derski's solid and fluid velocities easier to validate experimentally than Biot's fluid velocity variable?","318","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q006","Why are Derski's solid and fluid velocities easier to validate experimentally than Biot's fluid velocity variable?","318","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q006","Why are Derski's solid and fluid velocities easier to validate experimentally than Biot's fluid velocity variable?","318","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","test","Q007","What quantity did Schleicher use to characterize the limit of the elastic range in frictional materials?","324","False","False","8","8","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","test","Q007","What quantity did Schleicher use to characterize the limit of the elastic range in frictional materials?","324","False","False","8","8","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","test","Q007","What quantity did Schleicher use to characterize the limit of the elastic range in frictional materials?","324","False","False","8","8","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","test","Q007","What quantity did Schleicher use to characterize the limit of the elastic range in frictional materials?","324","True","True","8","8","0.125","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q008","Why can the plastic strain tensor fail to represent deformation history?","326,327","False","False","8","3","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q008","Why can the plastic strain tensor fail to represent deformation history?","326,327","False","True","8","3","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q008","Why can the plastic strain tensor fail to represent deformation history?","326,327","False","True","8","3","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q008","Why can the plastic strain tensor fail to represent deformation history?","326,327","True","True","8","3","0.125","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q009","What limitation of open yield surfaces was the cap model designed to address?","330","False","True","5","1","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q009","What limitation of open yield surfaces was the cap model designed to address?","330","False","True","5","1","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q009","What limitation of open yield surfaces was the cap model designed to address?","330","True","True","5","1","0.2","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q009","What limitation of open yield surfaces was the cap model designed to address?","330","True","True","5","1","0.2","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","test","Q010","How is constituent incompressibility imposed in Mills's two-fluid mixture formulation?","334","False","False","3","3","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","test","Q010","How is constituent incompressibility imposed in Mills's two-fluid mixture formulation?","334","True","True","3","3","0.3333333333333333","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","test","Q010","How is constituent incompressibility imposed in Mills's two-fluid mixture formulation?","334","True","True","3","3","0.3333333333333333","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","test","Q010","How is constituent incompressibility imposed in Mills's two-fluid mixture formulation?","334","True","True","3","3","0.3333333333333333","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q011","What classical stress system illustrates the balance of equilibrated force in voided elastic materials?","337","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q011","What classical stress system illustrates the balance of equilibrated force in voided elastic materials?","337","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q011","What classical stress system illustrates the balance of equilibrated force in voided elastic materials?","337","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q011","What classical stress system illustrates the balance of equilibrated force in voided elastic materials?","337","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q012","What constraint follows from combining incompressible constituents with the volume-fraction concept in saturated porous media?","340","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q012","What constraint follows from combining incompressible constituents with the volume-fraction concept in saturated porous media?","340","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q012","What constraint follows from combining incompressible constituents with the volume-fraction concept in saturated porous media?","340","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q012","What constraint follows from combining incompressible constituents with the volume-fraction concept in saturated porous media?","340","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","test","Q013","How does volume averaging connect microscale constituent fields to a continuum porous-medium description?","345,346","False","True","2","1","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","test","Q013","How does volume averaging connect microscale constituent fields to a continuum porous-medium description?","345,346","True","True","2","1","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","test","Q013","How does volume averaging connect microscale constituent fields to a continuum porous-medium description?","345,346","True","True","2","1","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","test","Q013","How does volume averaging connect microscale constituent fields to a continuum porous-medium description?","345,346","True","True","2","1","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q014","When must fluid reference positions belong to the solid phase's reference placement?","349,350","False","False","2","2","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q014","When must fluid reference positions belong to the solid phase's reference placement?","349,350","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q014","When must fluid reference positions belong to the solid phase's reference placement?","349,350","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q014","When must fluid reference positions belong to the solid phase's reference placement?","349,350","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q015","Why does incompressibility of individual grains not make a granular skeleton macroscopically incompressible?","352","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q015","Why does incompressibility of individual grains not make a granular skeleton macroscopically incompressible?","352","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q015","Why does incompressibility of individual grains not make a granular skeleton macroscopically incompressible?","352","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q015","Why does incompressibility of individual grains not make a granular skeleton macroscopically incompressible?","352","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q016","Why is the porous-solid deformation gradient decomposed multiplicatively into two parts?","354","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q016","Why is the porous-solid deformation gradient decomposed multiplicatively into two parts?","354","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q016","Why is the porous-solid deformation gradient decomposed multiplicatively into two parts?","354","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q016","Why is the porous-solid deformation gradient decomposed multiplicatively into two parts?","354","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","test","Q017","Which balance laws must be written for every constituent in a porous-medium mixture?","358","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","test","Q017","Which balance laws must be written for every constituent in a porous-medium mixture?","358","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","test","Q017","Which balance laws must be written for every constituent in a porous-medium mixture?","358","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","test","Q017","Which balance laws must be written for every constituent in a porous-medium mixture?","358","True","True","6","6","0.16666666666666666","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q018","Why is entropy especially difficult to interpret for irreversible processes?","364,365","False","True","","1","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q018","Why is entropy especially difficult to interpret for irreversible processes?","364,365","False","True","","1","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q018","Why is entropy especially difficult to interpret for irreversible processes?","364,365","False","True","","1","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q018","Why is entropy especially difficult to interpret for irreversible processes?","364,365","False","True","","1","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q019","Why does introducing solid and fluid volume fractions create a closure problem in porous-media theory?","366","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q019","Why does introducing solid and fluid volume fractions create a closure problem in porous-media theory?","366","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q019","Why does introducing solid and fluid volume fractions create a closure problem in porous-media theory?","366","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q019","Why does introducing solid and fluid volume fractions create a closure problem in porous-media theory?","366","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","test","Q020","Which four continuum-mechanics principles should porous-medium constitutive equations satisfy beyond matching experiments?","371,372","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","test","Q020","Which four continuum-mechanics principles should porous-medium constitutive equations satisfy beyond matching experiments?","371,372","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","test","Q020","Which four continuum-mechanics principles should porous-medium constitutive equations satisfy beyond matching experiments?","371,372","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","test","Q020","Which four continuum-mechanics principles should porous-medium constitutive equations satisfy beyond matching experiments?","371,372","True","True","1","1","1.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q021","Why can a purely formal evaluation of the entropy inequality yield an unreliable porous-material model?","375","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q021","Why can a purely formal evaluation of the entropy inequality yield an unreliable porous-material model?","375","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q021","Why can a purely formal evaluation of the entropy inequality yield an unreliable porous-material model?","375","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q021","Why can a purely formal evaluation of the entropy inequality yield an unreliable porous-material model?","375","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q022","Which constituent-compressibility combinations require separate entropy-inequality treatments in a binary porous medium?","377","False","False","2","2","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q022","Which constituent-compressibility combinations require separate entropy-inequality treatments in a binary porous medium?","377","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q022","Which constituent-compressibility combinations require separate entropy-inequality treatments in a binary porous medium?","377","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q022","Which constituent-compressibility combinations require separate entropy-inequality treatments in a binary porous medium?","377","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","test","Q023","Why must the saturation-constraint multiplier be determined constitutively in the compressible binary porous model?","380","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","test","Q023","Why must the saturation-constraint multiplier be determined constitutively in the compressible binary porous model?","380","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","test","Q023","Why must the saturation-constraint multiplier be determined constitutively in the compressible binary porous model?","380","False","False","6","6","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","test","Q023","Why must the saturation-constraint multiplier be determined constitutively in the compressible binary porous model?","380","True","True","6","6","0.16666666666666666","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q024","What constituent assumptions define the first-type hybrid binary model considered for thermoelastic porous solids?","390","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q024","What constituent assumptions define the first-type hybrid binary model considered for thermoelastic porous solids?","390","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q024","What constituent assumptions define the first-type hybrid binary model considered for thermoelastic porous solids?","390","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q024","What constituent assumptions define the first-type hybrid binary model considered for thermoelastic porous solids?","390","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q025","Which developments provided successful constitutive descriptions of finite elastic distortions?","390","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q025","Which developments provided successful constitutive descriptions of finite elastic distortions?","390","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q025","Which developments provided successful constitutive descriptions of finite elastic distortions?","390","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q025","Which developments provided successful constitutive descriptions of finite elastic distortions?","390","False","False","","","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q026","Why is a separate history tensor introduced for hardening rather than using plastic strain alone?","405","False","False","2","2","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q026","Why is a separate history tensor introduced for hardening rather than using plastic strain alone?","405","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q026","Why is a separate history tensor introduced for hardening rather than using plastic strain alone?","405","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","development","Q026","Why is a separate history tensor introduced for hardening rather than using plastic strain alone?","405","True","True","2","2","0.5","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","test","Q027","Why do granular and brittle skeletons require different plasticity models from metals?","407,408","False","False","5","3","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","test","Q027","Why do granular and brittle skeletons require different plasticity models from metals?","407,408","False","True","5","3","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","test","Q027","Why do granular and brittle skeletons require different plasticity models from metals?","407,408","True","True","5","3","0.2","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","10","test","Q027","Why do granular and brittle skeletons require different plasticity models from metals?","407,408","True","True","5","3","0.2","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","1","development","Q028","What practical advantage does the proposed single-surface yield condition have over a cap model?","410","False","False","4","3","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","3","development","Q028","What practical advantage does the proposed single-surface yield condition have over a cap model?","410","False","True","4","3","0.0","1024","512","72","53.590038","2.672203","0.00246"
"mxbai-embed-large","800","0","5","development","Q028","What practical advantage does the proposed single-surface yield condition have over a cap model?","410","True","True","4","3","0.25","1024","512","72","53.590038","2.672203","0.00246"
